evidence_id,task_id,course_code,source_surface,module_title,group_name,canvas_type,due,href,evidence_text
ev-00251,MTH-252-shell-method-around-x-4-links-to-an-external-site,MTH-252,modules,2.3 Volumes of Revolution: Shell Method,,External Url,,https://youtu.be/fAKmfe_5QWw,External Url Shell method around x=4 Links to an external site. Shell method around x=4 5 external_url 26982772 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00252,MTH-252-arc-length-1-links-to-an-external-site,MTH-252,modules,2.4 Arc Length,,External Url,,https://youtu.be/seoFxrNL85c,External Url Arc length 1 Links to an external site. Arc length 1 1 external_url 26982773 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00253,MTH-252-arc-length-1-continued-links-to-an-external-site,MTH-252,modules,2.4 Arc Length,,External Url,,https://youtu.be/NbnTw0opE_0,External Url Arc length 1 continued Links to an external site. Arc length 1 continued 2 external_url 26982774 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00254,MTH-252-arc-length-2-links-to-an-external-site,MTH-252,modules,2.4 Arc Length,,External Url,,https://youtu.be/QttlclJGxJQ,External Url Arc length 2 Links to an external site. Arc length 2 3 external_url 26982775 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00255,MTH-252-arc-length-3-links-to-an-external-site,MTH-252,modules,2.4 Arc Length,,External Url,,https://youtu.be/cw76RZ_fsZI,External Url Arc length 3 Links to an external site. Arc length 3 4 external_url 26982776 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00256,MTH-252-arc-length-4-links-to-an-external-site,MTH-252,modules,2.4 Arc Length,,External Url,,https://youtu.be/0j227VZN0X8,External Url Arc length 4 Links to an external site. Arc length 4 5 external_url 26982777 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00257,MTH-252-work-spring-stretch-1-links-to-an-external-site,MTH-252,modules,2.5 Physical Applications,,External Url,,https://youtu.be/3_-7IJO6EVc,External Url Work: Spring stretch 1 Links to an external site. Work: Spring stretch 1 1 external_url 26982778 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00258,MTH-252-work-spring-stretch-2-links-to-an-external-site,MTH-252,modules,2.5 Physical Applications,,External Url,,https://youtu.be/Fd65ZxqpktE,External Url Work: Spring stretch 2 Links to an external site. Work: Spring stretch 2 2 external_url 26982779 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00259,MTH-252-work-lifting-leaking-bucket-links-to-an-external-site,MTH-252,modules,2.5 Physical Applications,,External Url,,https://youtu.be/YMaR5KJj2zQ,External Url Work: lifting leaking bucket Links to an external site. Work: lifting leaking bucket 3 external_url 26982780 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00260,MTH-252-work-lifting-bucket-with-cable-mass-links-to-an-external-site,MTH-252,modules,2.5 Physical Applications,,External Url,,https://youtu.be/pKZzfYIgq1Q,External Url Work: Lifting bucket with cable mass Links to an external site. Work: Lifting bucket with cable mass 4 external_url 26982781 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00261,MTH-252-work-vertical-pumping-links-to-an-external-site,MTH-252,modules,2.5 Physical Applications,,External Url,,https://youtu.be/T7sma-7qQFA,External Url Work: Vertical pumping Links to an external site. Work: Vertical pumping 5 external_url 26982782 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00262,MTH-252-work-vertical-pumping-isosceles-triangle-links-to-an-external-site,MTH-252,modules,2.5 Physical Applications,,External Url,,https://youtu.be/1x-xMf4TFNM,"External Url Work: Vertical pumping, isosceles triangle Links to an external site. Work: Vertical pumping, isosceles triangle 6 external_url 26982783 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete"
ev-00263,MTH-252-work-vertical-pumping-quadratic-cross-sections-links-to-an-external-site,MTH-252,modules,2.5 Physical Applications,,External Url,,https://youtu.be/RPXnZl3przM,"External Url Work: Vertical pumping, quadratic cross sections Links to an external site. Work: Vertical pumping, quadratic cross sections 7 external_url 26982784 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete"
ev-00264,MTH-252-hydrostatic-force-horizontal-plate-links-to-an-external-site,MTH-252,modules,2.5 Physical Applications,,External Url,,https://youtu.be/zSyh3IzQMdc,External Url Hydrostatic force: Horizontal plate Links to an external site. Hydrostatic force: Horizontal plate 8 external_url 26982785 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00265,MTH-252-hydrostatic-force-vertical-isosceles-triangle-links-to-an-external-site,MTH-252,modules,2.5 Physical Applications,,External Url,,https://youtu.be/7exmlrEbNXI,External Url Hydrostatic force: Vertical isosceles triangle Links to an external site. Hydrostatic force: Vertical isosceles triangle 9 external_url 26982786 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00266,MTH-252-hydrostatic-force-semicircle-window-links-to-an-external-site,MTH-252,modules,2.5 Physical Applications,,External Url,,https://youtu.be/Ntk9RpCCSeM,External Url Hydrostatic force: Semicircle window Links to an external site. Hydrostatic force: Semicircle window 10 external_url 26982787 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00267,MTH-252-intro-improper-integrals-links-to-an-external-site,MTH-252,modules,3.7 Improper Integrals,,External Url,,https://youtu.be/F19y9IiH-cM,External Url Intro. Improper integrals Links to an external site. Intro. Improper integrals 1 external_url 26982788 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00268,MTH-252-improper-integrals-2-exponential-integrand-links-to-an-external-site,MTH-252,modules,3.7 Improper Integrals,,External Url,,https://youtu.be/5Tz992fOYAA,"External Url Improper integrals 2, exponential integrand Links to an external site. Improper integrals 2, exponential integrand 2 external_url 26982789 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete"
ev-00269,MTH-252-improper-integral-3-exponential-integrand-links-to-an-external-site,MTH-252,modules,3.7 Improper Integrals,,External Url,,https://youtu.be/9O9Rd7JyKLo,"External Url Improper integral 3, exponential integrand Links to an external site. Improper integral 3, exponential integrand 3 external_url 26982790 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete"
ev-00270,MTH-252-improper-integral-4-rational-integrand-links-to-an-external-site,MTH-252,modules,3.7 Improper Integrals,,External Url,,https://youtu.be/CvziF8rGSnw,"External Url Improper integral 4, rational integrand Links to an external site. Improper integral 4, rational integrand 4 external_url 26982791 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete"
ev-00271,MTH-252-improper-integral-5-rational-integrand-links-to-an-external-site,MTH-252,modules,3.7 Improper Integrals,,External Url,,https://youtu.be/m2qnjmZQqa4,"External Url Improper integral 5, rational integrand Links to an external site. Improper integral 5, rational integrand 5 external_url 26982792 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete"
ev-00272,MTH-252-improper-integral-infinity-to-infinity-links-to-an-external-site,MTH-252,modules,3.7 Improper Integrals,,External Url,,https://youtu.be/qWMJpYajOww,External Url Improper integral: +infinity to -infinity Links to an external site. Improper integral: +infinity to -infinity 6 external_url 26982793 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00273,MTH-252-improper-integral-discontinuous-integrand-1-links-to-an-external-site,MTH-252,modules,3.7 Improper Integrals,,External Url,,https://youtu.be/KWQgBZStE6M,External Url Improper integral: Discontinuous integrand 1 Links to an external site. Improper integral: Discontinuous integrand 1 7 external_url 26982794 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00274,MTH-252-improper-integral-discontinuous-integrand-2-links-to-an-external-site,MTH-252,modules,3.7 Improper Integrals,,External Url,,https://youtu.be/gN7I8LhKalQ,External Url Improper integral: Discontinuous integrand 2 Links to an external site. Improper integral: Discontinuous integrand 2 8 external_url 26982795 0 Score at least Must score at least to complete this module item Scored at least Module item has been completed by scoring at least Score at least % Must score at least % to complete this module item Scored at least % Module item has been completed by scoring at least % View Must view in order to complete this module item Viewed Module item has been viewed and is complete Mark done Must mark this module item done in order to complete Marked done Module item marked as done and is complete Contribute Must contribute to this module item to complete it Contributed Contributed to this module item and is complete Submit Must submit this module item to complete it Submitted Module item submitted and is complete
ev-00275,MTH-252-achieve-1-1-approximating-areas,MTH-252,grades,,,Gradebook Row,Jun 29 by 11:59pm,https://canvas.oregonstate.edu/courses/2080857/assignments/10586025/submissions/6660414,Achieve - 1.1 Approximating Areas Achieve Jun 29 by 11:59pm Click to test a different score Click to test a different score - / 100 unsubmitted 3252097 10586025 Grade Info See scoring details See rubric results 0 comments 0
ev-00276,MTH-252-intro-reflect-1,MTH-252,grades,,,Gradebook Row,Jun 29 by 11:59pm,https://canvas.oregonstate.edu/courses/2080857/assignments/10586044/submissions/6660414,Intro Reflect 1 Achieve Jun 29 by 11:59pm Click to test a different score Click to test a different score - / 100 unsubmitted 3252097 10586044 Grade Info See scoring details See rubric results 0 comments 0
ev-00277,MTH-252-module-1-written-homework-whw-1-2-hours,MTH-252,grades,,,Gradebook Row,Jun 29 by 11:59pm,https://canvas.oregonstate.edu/courses/2080857/assignments/10586053/submissions/6660414,Module 1 — Written Homework (WHW 1) 🕓 2 hours Written Homework (WHWs) Jun 29 by 11:59pm Click to test a different score Click to test a different score - unsubmitted 3252098 10586053 Grade Info See scoring details See rubric results 0 comments 0
ev-00278,MTH-252-pre-class-reading-quiz-1-1-rq-1-1,MTH-252,grades,,,Gradebook Row,Jun 29 by 11:59pm,https://canvas.oregonstate.edu/courses/2080857/assignments/10586006/submissions/6660414,Pre-Class Reading Quiz - 1.1 (RQ-1.1) Pre-class Quizzes Jun 29 by 11:59pm Click to test a different score Click to test a different score - / 10 unsubmitted 3252099 10586006 Grade Info See scoring details See rubric results 0 comments 0
ev-00279,MTH-252-module-1-discussion-reflection-whw-1-0-25-hour,MTH-252,grades,,,Gradebook Row,Jul 2 by 11:59pm,https://canvas.oregonstate.edu/courses/2080857/assignments/10586023/submissions/6660414,Module 1 — Discussion Reflection: WHW 1 🕓 0.25 hour Discussion Reflections Jul 2 by 11:59pm Click to test a different score Click to test a different score - unsubmitted 3252100 10586023 Grade Info See scoring details See rubric results 0 comments 0
ev-00280,MTH-252-achieve-1-2-the-definite-integral,MTH-252,grades,,,Gradebook Row,Jul 6 by 11:59pm,https://canvas.oregonstate.edu/courses/2080857/assignments/10586026/submissions/6660414,Achieve - 1.2 The Definite Integral Achieve Jul 6 by 11:59pm Click to test a different score Click to test a different score - / 100 unsubmitted 3252097 10586026 Grade Info See scoring details See rubric results 0 comments 0
ev-00281,MTH-252-module-2-written-homework-whw-2-3-hours,MTH-252,grades,,,Gradebook Row,Jul 6 by 11:59pm,https://canvas.oregonstate.edu/courses/2080857/assignments/10586055/submissions/6660414,Module 2 — Written Homework (WHW 2) 🕓 3 hours Written Homework (WHWs) Jul 6 by 11:59pm Click to test a different score Click to test a different score - unsubmitted 3252098 10586055 Grade Info See scoring details See rubric results 0 comments 0
ev-00282,MTH-252-pre-class-reading-quiz-1-2-rq-1-2,MTH-252,grades,,,Gradebook Row,Jul 6 by 11:59pm,https://canvas.oregonstate.edu/courses/2080857/assignments/10586005/submissions/6660414,Pre-Class Reading Quiz - 1.2 (RQ-1.2) Pre-class Quizzes Jul 6 by 11:59pm Click to test a different score Click to test a different score - / 10 unsubmitted 3252099 10586005 Grade Info See scoring details See rubric results 0 comments 0
ev-00283,MTH-252-reflection-2,MTH-252,grades,,,Gradebook Row,Jul 6 by 11:59pm,https://canvas.oregonstate.edu/courses/2080857/assignments/10586063/submissions/6660414,Reflection 2 Achieve Jul 6 by 11:59pm Click to test a different score Click to test a different score - / 100 unsubmitted 3252097 10586063 Grade Info See scoring details See rubric results 0 comments 0
ev-00284,MTH-252-mini-exam-1-tues-thur-no-calculators,MTH-252,grades,,,Gradebook Row,Jul 9 by 11:59pm,https://canvas.oregonstate.edu/courses/2080857/assignments/10586045/submissions/6660414,Mini-Exam 1 - Tues - Thur --> No Calculators Mini-Exams 1 Jul 9 by 11:59pm Click to test a different score Click to test a different score - unsubmitted 3252101 10586045 Grade Info See scoring details See rubric results 0 comments 0
ev-00285,MTH-252-module-2-discussion-reflection-0-5-hour,MTH-252,grades,,,Gradebook Row,Jul 10 by 11:59pm,https://canvas.oregonstate.edu/courses/2080857/assignments/10586022/submissions/6660414,Module 2 — Discussion Reflection 🕓 0.5 hour Discussion Reflections Jul 10 by 11:59pm Click to test a different score Click to test a different score - unsubmitted 3252100 10586022 Grade Info See scoring details See rubric results 0 comments 0
ev-00286,MTH-252-achieve-1-3-the-fundamental-theorem-of-calculus,MTH-252,grades,,,Gradebook Row,Jul 13 by 11:59pm,https://canvas.oregonstate.edu/courses/2080857/assignments/10586027/submissions/6660414,Achieve - 1.3 The Fundamental Theorem of Calculus Achieve Jul 13 by 11:59pm Click to test a different score Click to test a different score - / 100 unsubmitted 3252097 10586027 Grade Info See scoring details See rubric results 0 comments 0
ev-00287,MTH-252-achieve-4-10-antiderivatives,MTH-252,grades,,,Gradebook Row,Jul 13 by 11:59pm,https://canvas.oregonstate.edu/courses/2080857/assignments/10586042/submissions/6660414,Achieve - 4.10 Antiderivatives Achieve Jul 13 by 11:59pm Click to test a different score Click to test a different score - / 100 unsubmitted 3252097 10586042 Grade Info See scoring details See rubric results 0 comments 0
ev-00288,MTH-252-module-3-written-homework-whw-3-3-hours,MTH-252,grades,,,Gradebook Row,Jul 13 by 11:59pm,https://canvas.oregonstate.edu/courses/2080857/assignments/10586056/submissions/6660414,Module 3 — Written Homework (WHW 3) 🕓 3 hours Written Homework (WHWs) Jul 13 by 11:59pm Click to test a different score Click to test a different score - unsubmitted 3252098 10586056 Grade Info See scoring details See rubric results 0 comments 0
ev-00289,MTH-252-pre-class-reading-quiz-1-3-rq-1-3,MTH-252,grades,,,Gradebook Row,Jul 13 by 11:59pm,https://canvas.oregonstate.edu/courses/2080857/assignments/10586002/submissions/6660414,Pre-Class Reading Quiz - 1.3 (RQ-1.3) Pre-class Quizzes Jul 13 by 11:59pm Click to test a different score Click to test a different score - / 10 unsubmitted 3252099 10586002 Grade Info See scoring details See rubric results 0 comments 0
ev-00290,MTH-252-module-3-discussion-reflection-mini-exam-1-0-5-hour,MTH-252,grades,,,Gradebook Row,Jul 14 by 11:59pm,https://canvas.oregonstate.edu/courses/2080857/assignments/10586021/submissions/6660414,Module 3 — Discussion Reflection: Mini-Exam 1 🕓 0.5 hour Discussion Reflections Jul 14 by 11:59pm Click to test a different score Click to test a different score - unsubmitted 3252100 10586021 Grade Info See scoring details See rubric results 0 comments 0
ev-00291,MTH-252-achieve-1-4-integration-formulas-and-the-net-change-theorem,MTH-252,grades,,,Gradebook Row,Jul 20 by 11:59pm,https://canvas.oregonstate.edu/courses/2080857/assignments/10586028/submissions/6660414,Achieve - 1.4 Integration Formulas and the Net Change Theorem Achieve Jul 20 by 11:59pm Click to test a different score Click to test a different score - / 100 unsubmitted 3252097 10586028 Grade Info See scoring details See rubric results 0 comments 0
ev-00292,MTH-252-achieve-1-5-substitution,MTH-252,grades,,,Gradebook Row,Jul 20 by 11:59pm,https://canvas.oregonstate.edu/courses/2080857/assignments/10586029/submissions/6660414,Achieve - 1.5 Substitution Achieve Jul 20 by 11:59pm Click to test a different score Click to test a different score - / 100 unsubmitted 3252097 10586029 Grade Info See scoring details See rubric results 0 comments 0
ev-00293,MTH-252-achieve-1-6-integrals-involving-exponential-and-logarithmic-functions,MTH-252,grades,,,Gradebook Row,Jul 20 by 11:59pm,https://canvas.oregonstate.edu/courses/2080857/assignments/10586030/submissions/6660414,Achieve - 1.6 Integrals Involving Exponential and Logarithmic Functions Achieve Jul 20 by 11:59pm Click to test a different score Click to test a different score - / 100 unsubmitted 3252097 10586030 Grade Info See scoring details See rubric results 0 comments 0
ev-00294,MTH-252-module-4-written-homework-whw-4-3-hours,MTH-252,grades,,,Gradebook Row,Jul 20 by 11:59pm,https://canvas.oregonstate.edu/courses/2080857/assignments/10586057/submissions/6660414,Module 4 — Written Homework (WHW 4) 🕓 3 hours Written Homework (WHWs) Jul 20 by 11:59pm Click to test a different score Click to test a different score - unsubmitted 3252098 10586057 Grade Info See scoring details See rubric results 0 comments 0
ev-00295,MTH-252-rq-1-4,MTH-252,grades,,,Gradebook Row,Jul 20 by 11:59pm,https://canvas.oregonstate.edu/courses/2080857/assignments/10586010/submissions/6660414,RQ-1.4 Pre-class Quizzes Jul 20 by 11:59pm Click to test a different score Click to test a different score - / 10 unsubmitted 3252099 10586010 Grade Info See scoring details See rubric results 0 comments 0
ev-00296,MTH-252-rq-1-5,MTH-252,grades,,,Gradebook Row,Jul 20 by 11:59pm,https://canvas.oregonstate.edu/courses/2080857/assignments/10586008/submissions/6660414,RQ-1.5 Pre-class Quizzes Jul 20 by 11:59pm Click to test a different score Click to test a different score - / 10 unsubmitted 3252099 10586008 Grade Info See scoring details See rubric results 0 comments 0
ev-00297,MTH-252-rq-1-6,MTH-252,grades,,,Gradebook Row,Jul 20 by 11:59pm,https://canvas.oregonstate.edu/courses/2080857/assignments/10586001/submissions/6660414,RQ-1.6 Pre-class Quizzes Jul 20 by 11:59pm Click to test a different score Click to test a different score - / 10 unsubmitted 3252099 10586001 Grade Info See scoring details See rubric results 0 comments 0
ev-00298,MTH-252-mini-exam-2-no-calculators-on-this-exam,MTH-252,grades,,,Gradebook Row,Jul 23 by 11:59pm,https://canvas.oregonstate.edu/courses/2080857/assignments/10586048/submissions/6660414,Mini-Exam 2 --> No Calculators on this Exam Mini-Exams 2 Jul 23 by 11:59pm Click to test a different score Click to test a different score - unsubmitted 3252102 10586048 Grade Info See scoring details See rubric results 0 comments 0
ev-00299,MTH-252-module-4-discussion-reflection-whw-4-0-5-hour,MTH-252,grades,,,Gradebook Row,Jul 24 by 11:59pm,https://canvas.oregonstate.edu/courses/2080857/assignments/10586020/submissions/6660414,Module 4 — Discussion Reflection: WHW 4 🕓 0.5 hour Discussion Reflections Jul 24 by 11:59pm Click to test a different score Click to test a different score - unsubmitted 3252100 10586020 Grade Info See scoring details See rubric results 0 comments 0
ev-00300,MTH-252-achieve-3-1-integration-by-parts,MTH-252,grades,,,Gradebook Row,Jul 27 by 11:59pm,https://canvas.oregonstate.edu/courses/2080857/assignments/10586037/submissions/6660414,Achieve - 3.1 Integration by Parts Achieve Jul 27 by 11:59pm Click to test a different score Click to test a different score - / 100 unsubmitted 3252097 10586037 Grade Info See scoring details See rubric results 0 comments 0
ev-00301,MTH-252-achieve-3-2-trigonometric-integrals,MTH-252,grades,,,Gradebook Row,Jul 27 by 11:59pm,https://canvas.oregonstate.edu/courses/2080857/assignments/10586038/submissions/6660414,Achieve - 3.2 Trigonometric Integrals Achieve Jul 27 by 11:59pm Click to test a different score Click to test a different score - / 100 unsubmitted 3252097 10586038 Grade Info See scoring details See rubric results 0 comments 0
ev-00302,MTH-252-module-5-written-homework-whw-5-3-hours,MTH-252,grades,,,Gradebook Row,Jul 27 by 11:59pm,https://canvas.oregonstate.edu/courses/2080857/assignments/10586058/submissions/6660414,Module 5 — Written Homework (WHW 5) 🕓 3 hours Written Homework (WHWs) Jul 27 by 11:59pm Click to test a different score Click to test a different score - unsubmitted 3252098 10586058 Grade Info See scoring details See rubric results 0 comments 0
ev-00303,MTH-252-rq-3-1,MTH-252,grades,,,Gradebook Row,Jul 27 by 11:59pm,https://canvas.oregonstate.edu/courses/2080857/assignments/10586007/submissions/6660414,RQ-3.1 Pre-class Quizzes Jul 27 by 11:59pm Click to test a different score Click to test a different score - / 10 unsubmitted 3252099 10586007 Grade Info See scoring details See rubric results 0 comments 0
ev-00304,MTH-252-rq-3-2,MTH-252,grades,,,Gradebook Row,Jul 27 by 11:59pm,https://canvas.oregonstate.edu/courses/2080857/assignments/10586013/submissions/6660414,RQ-3.2 Pre-class Quizzes Jul 27 by 11:59pm Click to test a different score Click to test a different score - / 10 unsubmitted 3252099 10586013 Grade Info See scoring details See rubric results 0 comments 0
ev-00305,MTH-252-module-5-discussion-reflection-mini-exam-2-0-5-hour,MTH-252,grades,,,Gradebook Row,Jul 28 by 11:59pm,https://canvas.oregonstate.edu/courses/2080857/assignments/10586019/submissions/6660414,Module 5 — Discussion Reflection: Mini-Exam 2 🕓 0.5 hour Discussion Reflections Jul 28 by 11:59pm Click to test a different score Click to test a different score - unsubmitted 3252100 10586019 Grade Info See scoring details See rubric results 0 comments 0
