object_id,course_id,course_code,object_type,title,primary_category,classification_labels,importance,actionability,confidence,due_text,available_text,points_text,estimated_time,module_ids,module_titles,module_item_ids,issue_types,evidence_count,reason
obj-mth-252-module-item-26982739,2080857,MTH-252,module_item,Intro. Trig substitution 1,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-030-3-3-trigonometric-substitution,3.3 Trigonometric Substitution,mi-mth-252-26982739,,2,video title/link signal
obj-mth-252-module-item-26982741,2080857,MTH-252,module_item,Intro. Trig substitution 2,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-030-3-3-trigonometric-substitution,3.3 Trigonometric Substitution,mi-mth-252-26982741,,2,video title/link signal
obj-mth-252-module-item-26982732,2080857,MTH-252,module_item,Intro. Trigonometric integrals with an ODD power,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-029-3-2-trigonometric-integrals,3.2 Trigonometric Integrals,mi-mth-252-26982732,,2,video title/link signal
obj-mth-252-module-item-26982740,2080857,MTH-252,module_item,Intro. Trigonometric Substitution continued,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-030-3-3-trigonometric-substitution,3.3 Trigonometric Substitution,mi-mth-252-26982740,,2,video title/link signal
obj-mth-252-module-item-26982759,2080857,MTH-252,module_item,Intro. volume by slicing,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-033-2-2-volume-by-slicing,2.2 Volume by Slicing,mi-mth-252-26982759,,2,video title/link signal
obj-mth-252-module-item-26982665,2080857,MTH-252,module_item,Midpoint rule 1,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-021-1-1-approximating-area-under-the-curve,1.1 Approximating Area Under the Curve,mi-mth-252-26982665,,2,video title/link signal
obj-mth-252-module-item-26982666,2080857,MTH-252,module_item,Midpoint rule 2,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-021-1-1-approximating-area-under-the-curve,1.1 Approximating Area Under the Curve,mi-mth-252-26982666,,2,video title/link signal
obj-mth-252-module-item-26982667,2080857,MTH-252,module_item,Midpoint rule with table,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-021-1-1-approximating-area-under-the-curve,1.1 Approximating Area Under the Curve,mi-mth-252-26982667,,2,video title/link signal
obj-mth-252-module-item-26982698,2080857,MTH-252,module_item,Net change in population,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-025-1-4-integration-formulas-and-net-change,1.4 Integration Formulas and Net Change,mi-mth-252-26982698,,2,video title/link signal
obj-mth-252-module-item-26982699,2080857,MTH-252,module_item,Net Displacement at Time t (Alta Specific),lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-025-1-4-integration-formulas-and-net-change,1.4 Integration Formulas and Net Change,mi-mth-252-26982699,,2,video title/link signal
obj-mth-252-module-item-26982526,2080857,MTH-252,module_item,OpenStax Course Online Textbook (pdf downloadable),prep_reading,prep_reading,medium,prep_required,medium,,,,,mod-mth-252-002-start-here,Start Here,mi-mth-252-26982526,,2,prep/reading title/text signal
obj-mth-252-module-item-26982750,2080857,MTH-252,module_item,PFD degree 2/3,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-031-3-4-partial-fraction-decomposition-pfd,3.4 Partial Fraction Decomposition (PFD),mi-mth-252-26982750,,2,video title/link signal
obj-mth-252-module-item-26982749,2080857,MTH-252,module_item,PFD example 2,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-031-3-4-partial-fraction-decomposition-pfd,3.4 Partial Fraction Decomposition (PFD),mi-mth-252-26982749,,2,video title/link signal
obj-mth-252-module-item-26982540,2080857,MTH-252,module_item,Review (Optional) - 3.3 Differentiation Rules,reference,reference,low,reference_only,medium,,,,,mod-mth-252-004-mth-251-review-optional,MTH 251 Review **Optional**,mi-mth-252-26982540,external_tool,2,default retained reference
obj-mth-252-module-item-26982541,2080857,MTH-252,module_item,Review (Optional) - 3.5 Derivatives of Trigonometric Functions,reference,reference,low,reference_only,medium,,,,,mod-mth-252-004-mth-251-review-optional,MTH 251 Review **Optional**,mi-mth-252-26982541,external_tool,2,default retained reference
obj-mth-252-module-item-26982542,2080857,MTH-252,module_item,Review (Optional) - 3.6 The Chain Rule,reference,reference,low,reference_only,medium,,,,,mod-mth-252-004-mth-251-review-optional,MTH 251 Review **Optional**,mi-mth-252-26982542,external_tool,2,default retained reference
obj-mth-252-module-item-26982543,2080857,MTH-252,module_item,Review (Optional) - 3.9 Derivatives of Exponential and Logarithmic Functions,reference,reference,low,reference_only,medium,,,,,mod-mth-252-004-mth-251-review-optional,MTH 251 Review **Optional**,mi-mth-252-26982543,external_tool,2,default retained reference
obj-mth-252-module-item-26982668,2080857,MTH-252,module_item,Riemann sums: Right Sum,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-022-1-2-definite-integrals,1.2 Definite Integrals,mi-mth-252-26982668,,2,video title/link signal
obj-mth-252-module-item-26982769,2080857,MTH-252,module_item,Shell method 2,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-034-2-3-volumes-of-revolution-shell-method,2.3 Volumes of Revolution: Shell Method,mi-mth-252-26982769,,2,video title/link signal
obj-mth-252-module-item-26982770,2080857,MTH-252,module_item,Shell method 3,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-034-2-3-volumes-of-revolution-shell-method,2.3 Volumes of Revolution: Shell Method,mi-mth-252-26982770,,2,video title/link signal
obj-mth-252-module-item-26982771,2080857,MTH-252,module_item,Shell method 4 around y-axis,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-034-2-3-volumes-of-revolution-shell-method,2.3 Volumes of Revolution: Shell Method,mi-mth-252-26982771,,2,video title/link signal
obj-mth-252-module-item-26982772,2080857,MTH-252,module_item,Shell method around x=4,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-034-2-3-volumes-of-revolution-shell-method,2.3 Volumes of Revolution: Shell Method,mi-mth-252-26982772,,2,video title/link signal
obj-mth-252-module-item-26982715,2080857,MTH-252,module_item,Substitution example: Composed exponential with trig,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-026-1-5-substitution-u-sub,1.5 Substitution (u-sub),mi-mth-252-26982715,,2,video title/link signal
obj-mth-252-module-item-26982709,2080857,MTH-252,module_item,Substitution example: Exponential,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-026-1-5-substitution-u-sub,1.5 Substitution (u-sub),mi-mth-252-26982709,,2,video title/link signal
obj-mth-252-module-item-26982713,2080857,MTH-252,module_item,Substitution example: Logarithms,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-026-1-5-substitution-u-sub,1.5 Substitution (u-sub),mi-mth-252-26982713,,2,video title/link signal
obj-mth-252-module-item-26982708,2080857,MTH-252,module_item,Substitution example: Rational function,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-026-1-5-substitution-u-sub,1.5 Substitution (u-sub),mi-mth-252-26982708,,2,video title/link signal
obj-mth-252-module-item-26982714,2080857,MTH-252,module_item,Substitution example: Rational function with logs,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-026-1-5-substitution-u-sub,1.5 Substitution (u-sub),mi-mth-252-26982714,,2,video title/link signal
obj-mth-252-module-item-26982710,2080857,MTH-252,module_item,Substitution example: Trig,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-026-1-5-substitution-u-sub,1.5 Substitution (u-sub),mi-mth-252-26982710,,2,video title/link signal
obj-mth-252-module-item-26982707,2080857,MTH-252,module_item,Substitution with definite integrals,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-026-1-5-substitution-u-sub,1.5 Substitution (u-sub),mi-mth-252-26982707,,2,video title/link signal
obj-mth-252-module-item-26982716,2080857,MTH-252,module_item,Substitution with indefinite integral,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-026-1-5-substitution-u-sub,1.5 Substitution (u-sub),mi-mth-252-26982716,,2,video title/link signal
obj-mth-252-module-item-26982711,2080857,MTH-252,module_item,Substitution: Inverse trig example 1,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-026-1-5-substitution-u-sub,1.5 Substitution (u-sub),mi-mth-252-26982711,,2,video title/link signal
obj-mth-252-module-item-26982712,2080857,MTH-252,module_item,Substitution: Inverse trig example 2,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-026-1-5-substitution-u-sub,1.5 Substitution (u-sub),mi-mth-252-26982712,,2,video title/link signal
obj-mth-252-module-item-26982689,2080857,MTH-252,module_item,The antiderivative (trig),lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-023-1-3-fundamental-theorem-of-calculus-i-ii-antiderivatives,1.3 Fundamental Theorem of Calculus I & II / Antiderivatives,mi-mth-252-26982689,,2,video title/link signal
obj-mth-252-module-item-26982687,2080857,MTH-252,module_item,The antiderivative 1,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-023-1-3-fundamental-theorem-of-calculus-i-ii-antiderivatives,1.3 Fundamental Theorem of Calculus I & II / Antiderivatives,mi-mth-252-26982687,,2,video title/link signal
obj-mth-252-module-item-26982688,2080857,MTH-252,module_item,The antiderivative 2,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-023-1-3-fundamental-theorem-of-calculus-i-ii-antiderivatives,1.3 Fundamental Theorem of Calculus I & II / Antiderivatives,mi-mth-252-26982688,,2,video title/link signal
obj-mth-252-module-item-26982735,2080857,MTH-252,module_item,Trig integral involving secant,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-029-3-2-trigonometric-integrals,3.2 Trigonometric Integrals,mi-mth-252-26982735,,2,video title/link signal
obj-mth-252-module-item-26982738,2080857,MTH-252,module_item,Trig Integrals: All EVEN exponents,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-029-3-2-trigonometric-integrals,3.2 Trigonometric Integrals,mi-mth-252-26982738,,2,video title/link signal
obj-mth-252-module-item-26982733,2080857,MTH-252,module_item,Trig Integrals: Example 2 with ODD power,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-029-3-2-trigonometric-integrals,3.2 Trigonometric Integrals,mi-mth-252-26982733,,2,video title/link signal
obj-mth-252-module-item-26982734,2080857,MTH-252,module_item,Trig Integrals: Example 3 with ODD power,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-029-3-2-trigonometric-integrals,3.2 Trigonometric Integrals,mi-mth-252-26982734,,2,video title/link signal
obj-mth-252-module-item-26982736,2080857,MTH-252,module_item,Trig Integrals: ODD power of tangent,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-029-3-2-trigonometric-integrals,3.2 Trigonometric Integrals,mi-mth-252-26982736,,2,video title/link signal
obj-mth-252-module-item-26982737,2080857,MTH-252,module_item,Trig Integrals: Power reducing example 1,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-029-3-2-trigonometric-integrals,3.2 Trigonometric Integrals,mi-mth-252-26982737,,2,video title/link signal
obj-mth-252-module-item-26982742,2080857,MTH-252,module_item,Trig substitution example 3,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-030-3-3-trigonometric-substitution,3.3 Trigonometric Substitution,mi-mth-252-26982742,,2,video title/link signal
obj-mth-252-module-item-26982743,2080857,MTH-252,module_item,Trig substitution example 4,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-030-3-3-trigonometric-substitution,3.3 Trigonometric Substitution,mi-mth-252-26982743,,2,video title/link signal
obj-mth-252-module-item-26982744,2080857,MTH-252,module_item,Trig substitution example 5,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-030-3-3-trigonometric-substitution,3.3 Trigonometric Substitution,mi-mth-252-26982744,,2,video title/link signal
obj-mth-252-module-item-26982746,2080857,MTH-252,module_item,Trig substitution with definite integral,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-030-3-3-trigonometric-substitution,3.3 Trigonometric Substitution,mi-mth-252-26982746,,2,video title/link signal
obj-mth-252-module-item-26982745,2080857,MTH-252,module_item,Trig substitution with secant,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-030-3-3-trigonometric-substitution,3.3 Trigonometric Substitution,mi-mth-252-26982745,,2,video title/link signal
obj-mth-252-module-item-26982658,2080857,MTH-252,module_item,"Upper, Lower, Left, and Right Sums",lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-021-1-1-approximating-area-under-the-curve,1.1 Approximating Area Under the Curve,mi-mth-252-26982658,,2,video title/link signal
obj-mth-252-module-item-26982701,2080857,MTH-252,module_item,Velocity example 1,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-025-1-4-integration-formulas-and-net-change,1.4 Integration Formulas and Net Change,mi-mth-252-26982701,,2,video title/link signal
obj-mth-252-module-item-26982760,2080857,MTH-252,module_item,Volume by slicing 2,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-033-2-2-volume-by-slicing,2.2 Volume by Slicing,mi-mth-252-26982760,,2,video title/link signal
obj-mth-252-module-item-26982765,2080857,MTH-252,module_item,Washer method 1,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-033-2-2-volume-by-slicing,2.2 Volume by Slicing,mi-mth-252-26982765,,2,video title/link signal
obj-mth-252-module-item-26982766,2080857,MTH-252,module_item,"Washer method 2, around y=3",lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-033-2-2-volume-by-slicing,2.2 Volume by Slicing,mi-mth-252-26982766,,2,video title/link signal
obj-mth-252-module-item-26982767,2080857,MTH-252,module_item,"Washer method 3, around x=5",lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-033-2-2-volume-by-slicing,2.2 Volume by Slicing,mi-mth-252-26982767,,2,video title/link signal
obj-mth-252-module-item-26982535,2080857,MTH-252,module_item,Website: MSLC --> Peer tutoring,reference,reference,low,reference_only,medium,,,,,mod-mth-252-003-tutoring-support-and-course-resources,Tutoring Support and Course Resources,mi-mth-252-26982535,,2,default retained reference
obj-mth-252-module-item-26982657,2080857,MTH-252,module_item,What is Calculus?,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-020-intro-to-calculus,Intro to Calculus,mi-mth-252-26982657,,2,video title/link signal
obj-mth-252-module-item-26982781,2080857,MTH-252,module_item,Work: Lifting bucket with cable mass,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-036-2-5-physical-applications,2.5 Physical Applications,mi-mth-252-26982781,,2,video title/link signal
obj-mth-252-module-item-26982780,2080857,MTH-252,module_item,Work: lifting leaking bucket,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-036-2-5-physical-applications,2.5 Physical Applications,mi-mth-252-26982780,,2,video title/link signal
obj-mth-252-module-item-26982778,2080857,MTH-252,module_item,Work: Spring stretch 1,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-036-2-5-physical-applications,2.5 Physical Applications,mi-mth-252-26982778,,2,video title/link signal
obj-mth-252-module-item-26982779,2080857,MTH-252,module_item,Work: Spring stretch 2,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-036-2-5-physical-applications,2.5 Physical Applications,mi-mth-252-26982779,,2,video title/link signal
obj-mth-252-module-item-26982782,2080857,MTH-252,module_item,Work: Vertical pumping,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-036-2-5-physical-applications,2.5 Physical Applications,mi-mth-252-26982782,,2,video title/link signal
obj-mth-252-module-item-26982783,2080857,MTH-252,module_item,"Work: Vertical pumping, isosceles triangle",lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-036-2-5-physical-applications,2.5 Physical Applications,mi-mth-252-26982783,,2,video title/link signal
obj-mth-252-module-item-26982784,2080857,MTH-252,module_item,"Work: Vertical pumping, quadratic cross sections",lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-036-2-5-physical-applications,2.5 Physical Applications,mi-mth-252-26982784,,2,video title/link signal
obj-mth-252-module-subheader-26982527,2080857,MTH-252,module_subheader,Gradescope Submissions - Students are held accountable for verifying submissions 8,critical_setup,critical_setup,high,action_required,high,,,,,mod-mth-252-002-start-here,Start Here,mi-mth-252-26982527,,1,critical setup title/text signal
obj-mth-252-module-subheader-26982651,2080857,MTH-252,module_subheader,Retake - Only ONE retake submission is permitted. 1,reference,reference,low,reference_only,medium,,,,,mod-mth-252-019-final-exam-available-monday-wednesday-of-week-11,Final Exam: Available Monday - Wednesday of week 11,mi-mth-252-26982651,,1,default retained reference
obj-mth-252-module-subheader-26982528,2080857,MTH-252,module_subheader,Videos below: Show what verifying subs looks like. 9,lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-002-start-here,Start Here,mi-mth-252-26982528,,1,video title/link signal
obj-mth-252-modules-https-canvas-oregonstate-edu-courses-2080857-modules,2080857,MTH-252,modules,Course Modules: INTEGRAL CALCULUS (MTH_252Z_400_U2026),reference,course_navigation_surface|critical_setup|prep_reading|lecture_video|admin_policy,low,reference_only,high,,,,3 - 5 hours,,,,screenshot_failed,1,course navigation/index surface|critical setup title/text signal|prep/reading title/text signal|video title/link signal|admin/policy signal
obj-mth-252-page-dr-gs-videos-3e-1-dot-3-4-dot-10,2080857,MTH-252,page,"Dr G's Videos --> 1.3, 4.10: INTEGRAL CALCULUS (MTH_252Z_400_U2026)",lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-008-module-3-the-fundamental-theorems-of-calculus,Module 3: The Fundamental Theorems of Calculus,mi-mth-252-26982566,redirected,2,video title/link signal
obj-mth-252-page-dr-gs-videos-3e-2-dot-2,2080857,MTH-252,page,Dr G's Videos --> 2.2 : INTEGRAL CALCULUS (MTH_252Z_400_U2026),lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-014-module-7-applications-of-integration-graphical,Module 7: Applications of Integration - Graphical,mi-mth-252-26982612,redirected,2,video title/link signal
obj-mth-252-page-dr-gs-videos-3e-2-dot-3-2-dot-4,2080857,MTH-252,page,"Dr G's Videos --> 2.3, 2.4: INTEGRAL CALCULUS (MTH_252Z_400_U2026)",lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-015-module-8-application-of-integration-graphical-and-real-world,Module 8: Application of Integration - Graphical and Real-World,mi-mth-252-26982623,redirected,2,video title/link signal
obj-mth-252-page-dr-gs-videos-3e-3-dot-1-3-dot-2,2080857,MTH-252,page,"Dr G's Videos --> 3.1, 3.2: INTEGRAL CALCULUS (MTH_252Z_400_U2026)",lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-011-module-5-techniques-to-solve-integrals,Module 5: Techniques to Solve Integrals,mi-mth-252-26982589,redirected,2,video title/link signal
obj-mth-252-page-dr-gs-videos-3e-3-dot-3-continued-3-dot-4,2080857,MTH-252,page,"Dr G's Videos --> 3.3 continued, 3.4: INTEGRAL CALCULUS (MTH_252Z_400_U2026)",lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-012-module-6-techniques-continued,Module 6: Techniques Continued,mi-mth-252-26982601,redirected,2,video title/link signal
obj-mth-252-page-dr-gs-videos-3e-3-dot-7,2080857,MTH-252,page,Dr G's Videos --> 3.7: INTEGRAL CALCULUS (MTH_252Z_400_U2026),lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-018-module-10-applications-of-integration-real-world,Module 10: Applications of Integration - Real World,mi-mth-252-26982645,redirected,3,video title/link signal
obj-mth-252-page-dr-gs-videos-3e-sect-1-dot-3-1-dot-4,2080857,MTH-252,page,"Dr G's Videos --> Sect 1.3, 1.4: INTEGRAL CALCULUS (MTH_252Z_400_U2026)",lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-009-module-4-introduction-to-applications,Module 4: Introduction to Applications,mi-mth-252-26982575,redirected,2,video title/link signal
obj-mth-252-page-dr-gs-videos-3e-sect-1-dot-4-1-dot-5-1-dot-6,2080857,MTH-252,page,"Dr G's Videos --> Sect 1.4, 1.5, 1.6: INTEGRAL CALCULUS (MTH_252Z_400_U2026)",lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-009-module-4-introduction-to-applications,Module 4: Introduction to Applications,mi-mth-252-26982576,redirected,2,video title/link signal
obj-mth-252-page-dr-gs-videos-3e-2-dot-1-2-dot-2,2080857,MTH-252,page,"Dr Gs Videos --> 2.1, 2.2: INTEGRAL CALCULUS (MTH_252Z_400_U2026)",lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-014-module-7-applications-of-integration-graphical,Module 7: Applications of Integration - Graphical,mi-mth-252-26982611,redirected,2,video title/link signal
obj-mth-252-page-dr-g-videos-3e-3-dot-3,2080857,MTH-252,page,Dr. G Videos --> 3.3: INTEGRAL CALCULUS (MTH_252Z_400_U2026),lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-012-module-6-techniques-continued,Module 6: Techniques Continued,mi-mth-252-26982600,redirected,2,video title/link signal
obj-mth-252-page-dr-gs-videos-3e-1-dot-1,2080857,MTH-252,page,Dr. G's Videos --> 1.1: INTEGRAL CALCULUS (MTH_252Z_400_U2026),lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-005-module-1-intro-to-riemann-sums-upper-lower-left-right-and-midpoint-riemann-sums,"Module 1: Intro to Riemann Sums: Upper, Lower, Left, Right, and Midpoint Riemann Sums",mi-mth-252-26982547,redirected,2,video title/link signal
obj-mth-252-page-dr-gs-videos-3e-1-dot-2,2080857,MTH-252,page,Dr. G's Videos --> 1.2: INTEGRAL CALCULUS (MTH_252Z_400_U2026),lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-006-module-2-intro-to-definite-integral-and-properties,Module 2: Intro to Definite Integral and Properties,mi-mth-252-26982556,redirected,2,video title/link signal
obj-mth-252-page-dr-gs-videos-3e-2-dot-5,2080857,MTH-252,page,Dr. G's Videos --> 2.5: INTEGRAL CALCULUS (MTH_252Z_400_U2026),lecture_video,lecture_video,medium,prep_required,medium,,,,,mod-mth-252-017-module-9-applications-of-integration-real-world,Module 9: Applications of Integration - Real-World,mi-mth-252-26982634,redirected,3,video title/link signal
obj-mth-252-page-free-trial-slash-grace-period-in-achieve-2-weeks,2080857,MTH-252,page,Free Trial/Grace Period in Achieve (2 weeks): INTEGRAL CALCULUS (MTH_252Z_400_U2026),required_ungraded_task,required_ungraded_task,medium,action_required,medium,,,,,mod-mth-252-002-start-here,Start Here,mi-mth-252-26982525,redirected,2,module requirement marker
obj-mth-252-page-front-page,2080857,MTH-252,page,Front Page: INTEGRAL CALCULUS (MTH_252Z_400_U2026),critical_setup,critical_setup,high,action_required,high,,,,,,,,,1,critical setup title/text signal
obj-mth-252-page-get-your-mth-252z-course-materials-access-code-ebook,2080857,MTH-252,page,Get your MTH 252Z Course Materials! (Access Code + Ebook) : INTEGRAL CALCULUS (MTH_252Z_400_U2026),critical_setup,critical_setup|prep_reading,high,action_required,high,,,,,mod-mth-252-002-start-here,Start Here,mi-mth-252-26990499,redirected,2,critical setup title/text signal|prep/reading title/text signal
obj-mth-252-page-how-to-videos,2080857,MTH-252,page,How-To Videos: INTEGRAL CALCULUS (MTH_252Z_400_U2026),critical_setup,critical_setup|lecture_video,high,action_required,high,,,,,mod-mth-252-003-tutoring-support-and-course-resources,Tutoring Support and Course Resources,mi-mth-252-26982537,redirected,2,critical setup title/text signal|video title/link signal
obj-mth-252-page-module-1-learning-materials-and-practice-activities-3-5-hours-2,2080857,MTH-252,page,Module 1 — Learning Materials and Practice Activities 🕓 3 - 5 hours: INTEGRAL CALCULUS (MTH_252Z_400_U2026),prep_reading,prep_reading|lecture_video,medium,prep_required,medium,,,,3 - 5 hours,mod-mth-252-005-module-1-intro-to-riemann-sums-upper-lower-left-right-and-midpoint-riemann-sums,"Module 1: Intro to Riemann Sums: Upper, Lower, Left, Right, and Midpoint Riemann Sums",mi-mth-252-26982545,redirected,2,prep/reading title/text signal|video title/link signal
obj-mth-252-page-module-1-overview,2080857,MTH-252,page,Module 1 — Overview: INTEGRAL CALCULUS (MTH_252Z_400_U2026),reference,reference,low,reference_only,medium,,,,,mod-mth-252-005-module-1-intro-to-riemann-sums-upper-lower-left-right-and-midpoint-riemann-sums,"Module 1: Intro to Riemann Sums: Upper, Lower, Left, Right, and Midpoint Riemann Sums",mi-mth-252-26982544,redirected,2,default retained reference
obj-mth-252-page-module-10-overview,2080857,MTH-252,page,Module 10 - Overview: INTEGRAL CALCULUS (MTH_252Z_400_U2026),reference,reference,low,reference_only,medium,,,,,mod-mth-252-018-module-10-applications-of-integration-real-world,Module 10: Applications of Integration - Real World,mi-mth-252-26982641,redirected,2,default retained reference
obj-mth-252-page-module-10-learning-materials-and-practice-activities-3-5-hours-2,2080857,MTH-252,page,Module 10 — Learning Materials and Practice Activities 🕓 3 - 5 hours: INTEGRAL CALCULUS (MTH_252Z_400_U2026),prep_reading,prep_reading|lecture_video,medium,prep_required,medium,,,,3 - 5 hours,mod-mth-252-018-module-10-applications-of-integration-real-world,Module 10: Applications of Integration - Real World,mi-mth-252-26982643,redirected,2,prep/reading title/text signal|video title/link signal
obj-mth-252-page-module-2-learning-materials-and-practice-activities-3-5-hours-2,2080857,MTH-252,page,Module 2 — Learning Materials and Practice Activities 🕓 3 - 5 hours: INTEGRAL CALCULUS (MTH_252Z_400_U2026),prep_reading,prep_reading|lecture_video,medium,prep_required,medium,,,,3 - 5 hours,mod-mth-252-006-module-2-intro-to-definite-integral-and-properties,Module 2: Intro to Definite Integral and Properties,mi-mth-252-26982554,redirected,2,prep/reading title/text signal|video title/link signal
obj-mth-252-page-module-2-overview,2080857,MTH-252,page,Module 2 — Overview: INTEGRAL CALCULUS (MTH_252Z_400_U2026),reference,reference,low,reference_only,medium,,,,,mod-mth-252-006-module-2-intro-to-definite-integral-and-properties,Module 2: Intro to Definite Integral and Properties,mi-mth-252-26982553,redirected,2,default retained reference
obj-mth-252-page-module-3-learning-materials-and-practice-activities-3-5-hours-2,2080857,MTH-252,page,Module 3 — Learning Materials and Practice Activities 🕓 3 - 5 hours: INTEGRAL CALCULUS (MTH_252Z_400_U2026),prep_reading,prep_reading|lecture_video,medium,prep_required,medium,,,,3 - 5 hours,mod-mth-252-008-module-3-the-fundamental-theorems-of-calculus,Module 3: The Fundamental Theorems of Calculus,mi-mth-252-26982564,redirected,2,prep/reading title/text signal|video title/link signal
obj-mth-252-page-module-3-overview,2080857,MTH-252,page,Module 3 — Overview: INTEGRAL CALCULUS (MTH_252Z_400_U2026),reference,reference,low,reference_only,medium,,,,,mod-mth-252-008-module-3-the-fundamental-theorems-of-calculus,Module 3: The Fundamental Theorems of Calculus,mi-mth-252-26982563,redirected,2,default retained reference
obj-mth-252-page-module-4-learning-materials-and-practice-activities-3-5-hours-2,2080857,MTH-252,page,Module 4 — Learning Materials and Practice Activities 🕓 3 - 5 hours: INTEGRAL CALCULUS (MTH_252Z_400_U2026),prep_reading,prep_reading|lecture_video,medium,prep_required,medium,,,,3 - 5 hours,mod-mth-252-009-module-4-introduction-to-applications,Module 4: Introduction to Applications,mi-mth-252-26982573,redirected,2,prep/reading title/text signal|video title/link signal
obj-mth-252-page-module-4-overview,2080857,MTH-252,page,Module 4 — Overview: INTEGRAL CALCULUS (MTH_252Z_400_U2026),reference,reference,low,reference_only,medium,,,,,mod-mth-252-009-module-4-introduction-to-applications,Module 4: Introduction to Applications,mi-mth-252-26982572,redirected,2,default retained reference
